HOUR_,OPEN,LOW,HIGH,CLOSE,CO_RATIO,MED_PRICE,AVG_PRICE,VOLUME,SWAPS
2023-01-02 01:00:00.000,1198.227773069,1193.276585419,1198.583885044,1194.745585185,0.9970938849,1195.442529443,1195.515306036,4164.758030784,344
2023-01-02 02:00:00.000,1194.724489097,1194.046178,1198.994573572,1196.738043897,1.001685372,1195.720126314,1195.579528472,1696.808405668,231
2023-01-02 03:00:00.000,1197.264650846,1195.663124214,1202.781239361,1201.947992419,1.003911701,1196.945863899,1197.253157563,5125.385823735,271
2023-01-02 04:00:00.000,1201.939468847,1196.155383401,1202.584520835,1201.393550563,0.9995458022,1200.797711067,1200.663859003,4987.510261065,281
2023-01-02 05:00:00.000,1201.361386099,1199.725938547,1203.355329498,1201.207170789,0.9998716329,1201.39068592,1201.315611783,2381.044239056,254
2023-01-02 06:00:00.000,1201.236477641,1197.43785676,1204.528035609,1200.243693714,0.9991735317,1202.057627462,1201.973347613,2647.877740482,242
2023-01-02 07:00:00.000,1200.238793506,1200.238793506,1215.506759829,1214.277141194,1.011696296,1213.115829904,1210.889784849,16421.674024018,505
2023-01-02 08:00:00.000,1212.776423763,1212.286595038,1222.595080617,1216.312513372,1.002915698,1215.12507109,1215.109551888,30453.134763934,427
2023-01-02 09:00:00.000,1216.327301522,1212.156736905,1219.182020897,1217.424792315,1.000902299,1217.458792311,1217.27824542,4815.025457699,356
2023-01-02 10:00:00.000,1217.440515721,1215.988741302,1220.987257276,1217.927529408,1.000400031,1217.776081744,1217.898656327,7537.740843932,358
2023-01-02 11:00:00.000,1216.362973529,1213.884994854,1223.090472992,1217.320281092,1.000787025,1216.317544127,1216.252446682,4552.242841379,353
2023-01-02 12:00:00.000,1214.5045,1214.498964286,1218.794493642,1216.966029772,1.002026777,1217.51365953,1217.464349148,2626.696772337,354
2023-01-02 13:00:00.000,1216.149861,1213.704075,1217.982457163,1214.010685505,0.9982410264,1215.406959184,1215.566281047,4317.503374495,388
2023-01-02 14:00:00.000,1213.745140294,1213.715149623,1217.438530138,1215.845271876,1.00173029,1215.753317952,1215.718617908,4425.398432021,367
2023-01-02 15:00:00.000,1215.682948277,1214.035002806,1220.45460191,1219.713552039,1.003315506,1218.565620889,1218.21853108,4152.43888478,338
2023-01-02 16:00:00.000,1219.554467398,1215.505525,1221.339055097,1217.360540729,0.9982010425,1218.449613918,1218.288371885,3799.070754556,342
2023-01-02 17:00:00.000,1217.138268352,1215.285071647,1217.825663971,1216.306988835,0.9993170213,1216.556086429,1216.533367525,4490.780787396,309
2023-01-02 18:00:00.000,1217.385629178,1214.0031925,1219.261336247,1217.178677372,0.9998300031,1217.545379891,1217.408756922,2488.910279494,327
2023-01-02 19:00:00.000,1217.16121608,1216.873750081,1219.348646299,1217.462225,1.000247304,1218.136833642,1217.994271161,1281.203778726,296
2023-01-02 20:00:00.000,1219.405625032,1216.342450061,1219.494385289,1218.83605708,0.9995329135,1217.659457704,1217.721447523,3022.876965672,344
2023-01-02 21:00:00.000,1219.134887614,1217.462517143,1220.755160816,1220.154585643,1.000836411,1218.807297382,1218.606165137,5208.175685603,311
2023-01-02 22:00:00.000,1220.087940227,1212.859104765,1221.139327133,1214.092309916,0.9950859031,1217.592857989,1217.294207919,11582.568551904,429
2023-01-02 23:00:00.000,1215.295293736,1213.096998571,1216.86773895,1214.299567669,0.9991806715,1215.101684707,1215.103935356,5919.213319821,428
2023-01-03 00:00:00.000,1213.086717795,1213.031777778,1219.085811247,1216.314440455,1.002660752,1215.25022758,1215.084412638,2308.435353531,288
2023-01-03 01:00:00.000,1215.165333998,1211.297239306,1220.478065783,1212.975357616,0.9981977955,1213.53518654,1213.737813104,5993.817865755,315
2023-01-03 02:00:00.000,1213.241269742,1211.63855,1215.690527282,1214.701240548,1.001203364,1214.188573687,1214.058207724,1231.759420466,265
2023-01-03 03:00:00.000,1213.711853019,1211.618510919,1217.572481891,1215.635040209,1.00158455,1214.378274944,1214.429583496,2397.309809736,288
2023-01-03 04:00:00.000,1215.683157064,1213.030690932,1216.149634842,1214.260137427,0.9988294486,1214.530647223,1214.658771009,1655.377700501,264
2023-01-03 05:00:00.000,1213.043516035,1212.302436083,1218.369926231,1217.187801762,1.003416436,1215.408357667,1215.447476536,3265.466506648,309
2023-01-03 06:00:00.000,1216.827867858,1212.148144444,1219.491309372,1216.731925335,0.9999211536,1217.89506087,1217.831873985,2855.131627617,334
2023-01-03 07:00:00.000,1216.275068636,1212.176162222,1217.786225138,1216.683662723,1.000335939,1216.431531031,1216.228740949,1134.152064109,234
2023-01-03 08:00:00.000,1217.29372519,1212.156471,1217.935310103,1215.636814607,0.9986388572,1215.421138374,1215.332864571,4606.876347695,295
2023-01-03 09:00:00.000,1214.708436364,1212.140575,1219.946673255,1218.100303333,1.00279233,1216.368716183,1216.47608842,3573.241065031,298
2023-01-03 10:00:00.000,1218.457658876,1208.516894747,1218.457658876,1215.427667054,0.9975132564,1216.852669881,1216.783503384,4377.431953916,291
2023-01-03 11:00:00.000,1216.57838278,1214.064201667,1219.414125497,1215.834557418,0.9993885923,1215.524404905,1215.645005976,2551.75958015,283
2023-01-03 12:00:00.000,1215.773836604,1213.465653954,1216.499471498,1215.60166081,0.9998583817,1215.512170936,1215.44840389,1753.404507486,317
2023-01-03 13:00:00.000,1215.613848481,1212.084639911,1218.555346948,1216.9833487,1.001126591,1216.11681932,1216.134956011,2922.377472764,358
2023-01-03 14:00:00.000,1215.936882958,1209.046661826,1218.859386855,1210.299757033,0.995363965,1217.001477741,1216.345895357,12896.567980452,476
2023-01-03 15:00:00.000,1209.104088,1205.339480848,1213.130497569,1211.701163508,1.002147934,1209.288562296,1209.184306055,13826.220481155,540
2023-01-03 16:00:00.000,1211.89249809,1196.665519378,1212.610917958,1207.641781914,0.9964924973,1208.999765945,1209.16822676,14023.205242447,473
2023-01-03 17:00:00.000,1206.134605096,1206.123601907,1209.908049077,1208.219518342,1.001728591,1208.178011774,1208.226626932,3243.962507545,361
2023-01-03 18:00:00.000,1207.090384336,1200.06729683,1209.382879208,1206.529040213,0.999534961,1207.709204067,1207.660523296,5698.886576385,374
2023-01-03 19:00:00.000,1207.757905838,1205.245910667,1213.402615236,1210.748353515,1.002476032,1207.811408217,1207.977113222,9020.083571921,396
2023-01-03 20:00:00.000,1209.630337313,1208.856736083,1212.096903512,1211.323917285,1.001400081,1210.675437232,1210.676125073,3986.490294798,377
2023-01-03 21:00:00.000,1211.112286626,1209.910967611,1212.552474005,1210.538355912,0.9995261127,1211.120734427,1211.158952704,1507.41252972,342
2023-01-03 22:00:00.000,1210.564013616,1209.18960673,1212.423925755,1211.219686667,1.000541626,1210.783299468,1210.775954438,1937.034491033,313
2023-01-03 23:00:00.000,1212.433106761,1211.438739259,1215.370335697,1213.559163986,1.000928758,1214.160243082,1214.085571155,3634.799272429,301
2023-01-04 00:00:00.000,1213.751422618,1212.23958,1215.383257676,1213.814188196,1.000051712,1213.683909179,1213.794112557,1909.830163847,329
2023-01-04 01:00:00.000,1213.816186429,1212.6064025,1227.384547645,1224.052171485,1.008432895,1223.944154027,1222.22249353,17863.206804742,534
2023-01-04 02:00:00.000,1224.239606594,1221.138171856,1232.274371037,1232.274371037,1.006563065,1227.895432332,1228.291041349,13319.004579209,455
2023-01-04 03:00:00.000,1232.560004989,1231.151853568,1252.861547217,1251.567091034,1.01542082,1248.232482672,1247.475533463,29411.727615001,652
2023-01-04 04:00:00.000,1251.619091783,1243.055330971,1254.425546536,1250.352052663,0.9989876799,1251.222396897,1251.181211423,10279.879669417,497
2023-01-04 05:00:00.000,1249.6415,1246.620209501,1251.065270872,1247.413039586,0.9982167202,1248.288496952,1248.518933176,3045.786187163,375
2023-01-04 06:00:00.000,1246.464735409,1246.464735409,1250.738881761,1250.738881761,1.003429015,1248.55947348,1248.646081199,3266.99999123,326
2023-01-04 07:00:00.000,1250.262951201,1247.103638889,1253.295878578,1252.695731959,1.001945815,1250.470831133,1250.470145254,16065.506333706,438
2023-01-04 08:00:00.000,1251.443219561,1248.229193939,1257.317624938,1249.754155357,0.998650307,1250.555854309,1251.042269988,15468.009651509,534
2023-01-04 09:00:00.000,1250.998978019,1248.2284,1251.733452,1250.370606318,0.9994977041,1250.389774775,1250.463515808,2575.456776364,354
2023-01-04 10:00:00.000,1249.120456227,1248.233605685,1255.762675,1248.434326773,0.9994507099,1249.639501038,1249.638976359,1951.855355257,382
2023-01-04 11:00:00.000,1249.684161595,1240.263149877,1253.892337046,1252.439208529,1.002204595,1249.839581852,1250.067961493,7807.321597039,377
2023-01-04 12:00:00.000,1252.441796364,1242.39862885,1255.254367926,1249.479167302,0.9976345176,1252.753765458,1252.538210405,20062.444068205,444
2023-01-04 13:00:00.000,1249.478449754,1248.468652861,1253.969903531,1252.179889643,1.002162054,1252.227166969,1252.169352175,4095.423503594,423
2023-01-04 14:00:00.000,1253.429119983,1248.4267404,1255.988870085,1250.428275507,0.9976058922,1251.389065254,1251.678412726,13691.090725491,547
2023-01-04 15:00:00.000,1248.234880503,1242.167235054,1256.916997255,1254.415209006,1.004951254,1250.335307311,1250.891513227,25622.88246047,578
2023-01-04 16:00:00.000,1255.61249024,1245.277843629,1257.306291457,1254.222445624,0.998892935,1253.74945939,1253.73195469,15949.259073384,490
2023-01-04 17:00:00.000,1254.207172673,1252.333485333,1269.544849646,1260.368124347,1.004912228,1259.083223008,1258.758832047,31278.621751213,556
2023-01-04 18:00:00.000,1259.694591294,1258.04543934,1280.761481105,1262.126824305,1.001930812,1263.180913092,1262.922271471,25638.306111816,532
2023-01-04 19:00:00.000,1261.879778336,1251.551458023,1264.386046931,1253.588571891,0.9934294799,1254.884788048,1255.522784423,29007.380631426,663
2023-01-04 20:00:00.000,1253.878242573,1248.134868956,1259.010533749,1251.158576275,0.9978309965,1252.0676346,1251.700322012,12759.552325131,509
2023-01-04 21:00:00.000,1249.9250125,1249.913174917,1253.497872193,1251.344503293,1.001135661,1252.090199233,1252.070022118,2669.359089878,344
2023-01-04 22:00:00.000,1251.6613,1248.479923142,1256.18675403,1254.044112541,1.00190372,1253.244148984,1253.371456412,10578.512528282,384
2023-01-04 23:00:00.000,1254.194207092,1252.01558951,1257.160370724,1256.828285769,1.002100216,1255.622619794,1255.390616684,12558.697309812,389
2023-01-05 00:00:00.000,1256.662320565,1253.12423319,1259.92433984,1253.345520332,0.9973606273,1256.068926,1256.054665346,5959.678567941,429
2023-01-05 01:00:00.000,1254.330792857,1252.364339672,1257.385528269,1254.300172105,0.999975588,1254.472317903,1254.500713411,6172.565756255,376
2023-01-05 02:00:00.000,1254.092067333,1252.278734458,1256.27210707,1254.098981,1.000005513,1253.826500868,1253.532468818,2997.684954423,354
2023-01-05 03:00:00.000,1254.104979758,1251.287098854,1255.380896334,1251.918194422,0.998256298,1252.890375222,1252.90439169,2046.83640671,334
2023-01-05 04:00:00.000,1253.176014642,1251.93228594,1257.520400349,1253.390905158,1.000171477,1253.296374704,1253.291879524,2579.813757756,359
2023-01-05 05:00:00.000,1253.35116691,1252.571860215,1256.330015712,1253.845263397,1.00039422,1253.783635843,1253.655726389,1827.916551042,340
2023-01-05 06:00:00.000,1252.591424092,1249.203666667,1254.542640855,1251.593959231,0.999203679,1252.207473247,1251.902639756,4665.838082763,358
2023-01-05 07:00:00.000,1250.418240713,1247.453896667,1251.557667913,1251.024802995,1.000485088,1249.705331595,1249.785095265,3601.274651796,344
2023-01-05 08:00:00.000,1249.426573904,1236.25762381,1254.084462121,1249.623132,1.000157319,1250.035344666,1250.017642293,8991.881935161,351
2023-01-05 09:00:00.000,1250.875402563,1245.167209609,1250.979655874,1248.142721932,0.9978153854,1248.269739098,1248.158332877,5775.727332391,331
2023-01-05 10:00:00.000,1247.560312033,1247.454191963,1258.979171555,1251.609770204,1.003245902,1250.471939428,1250.485892274,4971.999272226,324
2023-01-05 11:00:00.000,1250.792009333,1245.298232983,1255.325933188,1255.142437488,1.003478139,1251.798116649,1251.72488466,3954.176131215,311
2023-01-05 12:00:00.000,1254.284546205,1247.763823014,1255.400009511,1252.32237281,0.9984356234,1253.144348603,1253.036795195,3187.226442513,250
2023-01-05 13:00:00.000,1253.163907526,1247.474136106,1255.493671048,1247.474136106,0.995459675,1251.00673636,1250.886329968,6468.603711166,414
2023-01-05 14:00:00.000,1246.896767632,1242.710118331,1250.388644431,1247.949472794,1.00084426,1247.805002838,1247.179609121,9423.307871512,437
2023-01-05 15:00:00.000,1247.952086507,1246.694249821,1252.784796087,1249.184002294,1.00098715,1249.624926282,1249.751603513,10778.015989646,462
2023-01-05 16:00:00.000,1249.214206262,1245.162205846,1250.101885467,1248.502473117,0.9994302553,1248.152257944,1248.177313309,3092.615811763,352
2023-01-05 17:00:00.000,1248.415067558,1245.444132968,1249.727151871,1247.260938082,0.9990755242,1247.792850483,1247.870655612,8160.278965652,382
2023-01-05 18:00:00.000,1246.277283616,1246.139483832,1251.874027206,1251.874027206,1.004490769,1249.869647709,1249.538134522,4174.9747264,315
2023-01-05 19:00:00.000,1251.147039962,1250.189635,1255.056157896,1252.915323642,1.00141333,1252.229430886,1252.378087577,4258.523331945,339
2023-01-05 20:00:00.000,1253.74456432,1251.996172887,1254.475552523,1253.975552207,1.000184238,1253.250261301,1253.143500756,2331.509479262,385
2023-01-05 21:00:00.000,1254.028618716,1250.923459742,1254.208803319,1252.235764321,0.9985703242,1252.455472974,1252.390519275,3142.137651091,353
2023-01-05 22:00:00.000,1252.268855308,1247.237679714,1253.402199384,1251.56406,0.9994371853,1251.692187318,1251.68103948,3280.610607169,310
2023-01-05 23:00:00.000,1251.753916225,1248.18097037,1252.524781818,1250.748719644,0.9991969695,1250.229189551,1250.26593278,6517.537447965,337
2023-01-06 00:00:00.000,1250.829449245,1249.648944693,1257.266650451,1255.129575382,1.00343782,1252.563898384,1252.542694808,7137.853610749,357
2023-01-06 01:00:00.000,1255.593951392,1247.479414984,1257.800469012,1251.448380864,0.9966983191,1254.686020609,1254.57215991,6974.486098257,351
2023-01-06 02:00:00.000,1252.224910324,1247.858880786,1252.242197448,1250.374889475,0.998522613,1250.161543705,1250.178930076,5493.17046447,349
2023-01-06 03:00:00.000,1251.75835911,1250.361432868,1253.621516466,1250.959778528,0.999362033,1251.821448718,1251.73322238,3157.180179205,290
2023-01-06 04:00:00.000,1251.245798785,1248.315966465,1252.475043251,1250.714734969,0.9995755719,1250.440279518,1250.376262091,2997.387161513,323
2023-01-06 05:00:00.000,1251.292188178,1247.920081429,1251.292188178,1249.119892683,0.9982639582,1249.204213044,1249.35224566,1859.114472434,281
2023-01-06 06:00:00.000,1248.155563176,1245.611399103,1258.822587131,1247.009666667,0.9990819281,1247.880938369,1247.930523796,2976.529798507,329
2023-01-06 07:00:00.000,1246.96291075,1245.605654995,1253.688775416,1247.789703581,1.000663045,1246.937133789,1246.908877556,3145.213090549,293
2023-01-06 08:00:00.000,1246.188189457,1246.140277659,1249.932252054,1248.18435,1.001601813,1248.319753403,1248.255018695,2230.966136066,349
2023-01-06 09:00:00.000,1248.181686,1245.603967232,1249.430063111,1248.240182089,1.000046865,1247.090479566,1247.102000678,4317.546870279,346
2023-01-06 10:00:00.000,1246.992421337,1245.038284572,1248.765202184,1246.210121998,0.9993726511,1247.356222732,1247.476562598,2040.885285202,334
2023-01-06 11:00:00.000,1244.910050625,1237.461052624,1246.660422517,1244.555876959,0.9997155026,1242.893461138,1243.176982275,14542.837418428,525
2023-01-06 12:00:00.000,1242.552067522,1240.865662272,1245.399975366,1244.307886816,1.001413075,1242.546718833,1242.712276916,3736.108641104,406
2023-01-06 13:00:00.000,1243.217220316,1238.166249808,1251.913968896,1250.509785461,1.005865882,1243.45031776,1244.822101057,22480.110881351,611
2023-01-06 14:00:00.000,1250.846104571,1245.773446382,1252.479534968,1247.691065266,0.9974776759,1248.798296592,1248.891967212,12302.923842439,401
2023-01-06 15:00:00.000,1248.998444016,1244.844987147,1263.873981375,1262.613870598,1.010901076,1251.875027554,1254.765914717,20676.660303918,569
2023-01-06 16:00:00.000,1253.841951908,1253.841951908,1265.432570594,1263.837179115,1.00797168,1261.693117278,1261.879080913,18974.15422155,499
2023-01-06 17:00:00.000,1265.263612515,1262.27895336,1267.679027143,1263.01660505,0.9982240796,1263.697475366,1264.050663585,7717.192463299,409
2023-01-06 18:00:00.000,1263.83543686,1263.83543686,1269.055839705,1265.49486762,1.001313012,1267.19059593,1267.092951222,8656.017163923,310
2023-01-06 19:00:00.000,1266.871361325,1262.381336021,1274.732182894,1273.586888728,1.005300876,1267.989367966,1269.153222392,19452.920660548,473
2023-01-06 20:00:00.000,1273.59603,1265.099776766,1274.719926532,1265.099776766,0.9933289261,1269.198902146,1269.896522602,10821.459315826,509
2023-01-06 21:00:00.000,1266.356257005,1262.42954944,1267.991700405,1265.29446615,0.9991615386,1266.444026938,1266.394936702,3784.934058177,386
2023-01-06 22:00:00.000,1266.46344354,1265.265490919,1269.94377,1268.346080022,1.00148653,1266.71260247,1266.921497064,3455.464628528,327
2023-01-06 23:00:00.000,1268.244428778,1265.260248252,1271.584829409,1268.620042468,1.000296168,1269.550291892,1269.536726059,10176.359074657,373
2023-01-07 00:00:00.000,1269.7388745,1265.222598361,1272.285346781,1270.434655877,1.000547972,1268.033003966,1268.060100411,4649.136043463,450
2023-01-07 01:00:00.000,1270.425058958,1267.731655172,1270.88252579,1268.541039376,0.9985170164,1269.513624115,1269.490435567,1724.201274035,326
2023-01-07 02:00:00.000,1269.519964329,1265.738856558,1270.777062661,1267.199918631,0.9981725016,1267.429581584,1267.625276855,2548.374588783,337
2023-01-07 03:00:00.000,1267.022752521,1264.7877375,1267.307423736,1266.354259285,0.9994723905,1265.892229664,1265.919356542,2029.54084157,269
2023-01-07 04:00:00.000,1266.351662839,1260.378635301,1272.223341907,1264.559201173,0.9985845467,1265.106124288,1265.200860184,7330.008187391,406
2023-01-07 05:00:00.000,1265.12191,1262.926037721,1266.696386699,1263.203461153,0.9984835858,1264.044093594,1263.921097643,893.686198364,290
2023-01-07 06:00:00.000,1263.085867111,1262.354172269,1265.985980192,1264.559112948,1.001166386,1263.733477567,1263.661329144,1748.405425989,248
2023-01-07 07:00:00.000,1263.32324857,1260.741271973,1266.822423835,1265.016327828,1.001340179,1265.021413214,1265.04016251,3213.364514313,234
2023-01-07 08:00:00.000,1266.553857382,1261.876482049,1267.112540929,1263.453639824,0.9975522418,1265.406223876,1265.243749284,8687.113442819,320
2023-01-07 09:00:00.000,1262.896734877,1258.486581928,1265.982786199,1264.223942347,1.001050923,1264.322372581,1264.203530361,1087.871404072,230
2023-01-07 10:00:00.000,1264.176956667,1263.33052802,1265.948787753,1263.890324288,0.9997732656,1265.150371979,1264.911260718,1077.26162188,263
2023-01-07 11:00:00.000,1263.631374047,1258.549199809,1265.290185046,1264.067327714,1.000345001,1263.522549574,1263.358014804,1682.503904716,249
2023-01-07 12:00:00.000,1262.731455236,1258.88940367,1265.651630398,1263.223783115,1.000389891,1262.693785241,1262.450797854,1801.486446135,297
2023-01-07 13:00:00.000,1263.223851442,1261.95989,1266.189443482,1263.491906774,1.000212199,1264.211509217,1264.123590713,3613.351540798,391
2023-01-07 14:00:00.000,1263.504158414,1261.518744138,1265.565883733,1263.714309403,1.000166324,1263.662786083,1263.694269425,3962.781274983,368
2023-01-07 15:00:00.000,1263.705169109,1259.733648721,1265.54391563,1263.94020937,1.000185993,1264.943830795,1264.587827343,1520.213907359,407
2023-01-07 16:00:00.000,1264.400272946,1261.870244385,1265.755620191,1263.426060785,0.9992295065,1263.318504755,1263.384693774,2639.962336109,340
2023-01-07 17:00:00.000,1263.426303232,1260.526188344,1266.218342879,1261.71738766,0.9986473959,1262.859229125,1262.656214875,973.450309657,285
2023-01-07 18:00:00.000,1263.306301831,1258.637722772,1266.22246275,1262.942679929,0.9997121665,1263.156257926,1263.046103743,1492.968423386,341
2023-01-07 19:00:00.000,1264.47104029,1262.913925857,1265.916251686,1265.912632281,1.001140075,1264.471098598,1264.484176773,2052.084170652,326
2023-01-07 20:00:00.000,1265.947454353,1262.790818182,1266.230240797,1264.179809147,0.9986036978,1264.428938141,1264.425867431,3913.883335587,294
2023-01-07 21:00:00.000,1263.023630731,1259.749054612,1265.873528851,1265.046829099,1.001601869,1263.969729899,1263.738340331,3975.226518351,319
2023-01-07 22:00:00.000,1264.300449006,1261.234540466,1265.507851588,1262.528276658,0.9985982981,1263.36057649,1263.34187807,4104.658659315,318
2023-01-07 23:00:00.000,1262.487499297,1261.553545,1264.531853203,1262.910070709,1.000334713,1263.250399846,1263.11961307,1423.194214822,268
2023-01-08 00:00:00.000,1264.164708468,1257.8854,1264.751489071,1260.400150522,0.9970220985,1263.077495929,1262.335006512,5146.558300352,322
2023-01-08 01:00:00.000,1261.255380378,1257.884242857,1261.996814447,1260.450278,0.9993616659,1260.921726408,1260.826033514,2254.483214299,228
2023-01-08 02:00:00.000,1261.711266889,1257.882222222,1262.444907489,1261.260873755,0.99964303,1260.897079766,1260.9762535,1933.631411492,250
2023-01-08 03:00:00.000,1261.293164003,1259.87925,1262.66938774,1262.568082736,1.001010803,1261.185015385,1261.048358299,2141.061774326,233
2023-01-08 04:00:00.000,1262.568584409,1261.310923443,1265.473054428,1261.528204,0.9991759811,1262.627314198,1262.247484741,412.633730578,201
2023-01-08 05:00:00.000,1263.083430153,1257.908042532,1263.559722507,1263.348138718,1.000209573,1262.822066111,1262.548694554,1160.639572273,214
2023-01-08 06:00:00.000,1263.541793847,1262.054286698,1264.082855051,1264.082855051,1.00042821,1263.367495433,1263.086187818,1241.092122091,206
2023-01-08 07:00:00.000,1264.281689256,1262.492932231,1265.490770514,1263.649396774,0.9994998801,1263.829660242,1263.638443445,1343.224895083,247
2023-01-08 08:00:00.000,1262.617859749,1262.33689662,1264.523247033,1263.67962556,1.000840924,1263.628380188,1263.369902301,777.860764375,233
2023-01-08 09:00:00.000,1262.425091909,1262.219538027,1265.89111,1263.913826743,1.001179266,1263.718111211,1263.720832855,3078.40000773,284
2023-01-08 10:00:00.000,1263.562529606,1258.307767442,1265.805839369,1265.805839369,1.001775385,1262.788817266,1262.973430429,4397.974453226,264
2023-01-08 11:00:00.000,1263.077180869,1258.306472222,1265.890872595,1261.721831652,0.9989269466,1262.90264743,1262.547187665,1444.410318991,292
2023-01-08 12:00:00.000,1261.635423472,1258.368060474,1263.900514866,1261.427384615,0.9998351038,1262.58758179,1262.134703344,1129.910445686,299
2023-01-08 13:00:00.000,1262.907712627,1258.367176471,1265.867862591,1262.029938373,0.9993049577,1262.721336576,1262.610374121,1100.371654543,313
2023-01-08 14:00:00.000,1262.085182601,1262.025714191,1266.19645261,1266.12590323,1.003201623,1263.884698219,1263.887820555,2460.678343865,385
2023-01-08 15:00:00.000,1266.509998582,1263.057052319,1274.869584286,1274.869584286,1.006600489,1266.143563119,1267.276631844,10633.432524776,419
2023-01-08 16:00:00.000,1275.159438658,1252.634464373,1277.063759985,1265.076491614,0.992092795,1266.33869272,1267.488817922,46470.365772288,606
2023-01-08 17:00:00.000,1263.814447464,1263.130661621,1268.755944131,1265.007312726,1.000943861,1265.334697222,1265.396272553,6652.371204377,396
2023-01-08 18:00:00.000,1263.526028038,1261.203224,1266.287046785,1263.92713786,1.000317453,1264.755547587,1264.73835626,2801.627303179,362
2023-01-08 19:00:00.000,1265.21638068,1261.17656,1266.684004999,1266.134080885,1.000725331,1265.291136599,1265.320830034,1401.782933954,330
2023-01-08 20:00:00.000,1264.790124592,1264.199242621,1272.37970583,1272.130099061,1.005803314,1269.070902097,1268.959969809,11142.945644325,448
2023-01-08 21:00:00.000,1271.739381863,1264.744147158,1273.194280112,1270.18035597,0.9987740995,1270.877868189,1270.923759577,6296.595865832,426
2023-01-08 22:00:00.000,1268.910630211,1268.168564457,1271.634394268,1269.633628048,1.000569778,1270.086420332,1270.118565898,4786.636156464,404
2023-01-08 23:00:00.000,1270.741800495,1268.983862913,1297.044826577,1289.206835204,1.01453091,1283.979460207,1283.029900893,71826.020016325,617
